Area Name,Date,# of Hunters,# of Ducks,# of Geese,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Species,#2 Species
Butte Valley,10/30,8,18,0,18,2.3,0.0,2.3,AGWT,NOPI
Butte Valley,11/2,11,13,0,13,1.2,0.0,1.2,AMWI,AMWI
Butte Valley,11/3,2,1,0,1,0.5,0.0,0.5,BUFF,N/A
Butte Valley,11/6,1,1,0,1,1.0,0.0,1.0,AMWI,N/A
Butte Valley,11/13,2,0,0,0,0.0,0.0,0.0,N/A,N/A
Butte Valley,11/16,2,0,0,0,0.0,0.0,0.0,N/A,N/A
Butte Valley,11/20,2,1,0,1,0.5,0.0,0.5,AGWT,N/A
Butte Valley,11/23,1,0,0,0,0.0,0.0,0.0,N/A,N/A
Butte Valley,12/4,2,3,0,3,1.5,0.0,1.5,MALL,N/A
Butte Valley,12/7,3,6,0,6,2.0,0.0,2.0,AMWI,MALL
Butte Valley,12/8,4,1,0,1,0.3,0.0,0.3,NSHO,N/A
China Island,10/23,19,5,0,5,0.3,0.0,0.3,WODU,AGWT
China Island,10/26,19,5,0,5,0.3,0.0,0.3,MALL,AGWT
China Island,10/27,10,0,0,0,0.0,0.0,0.0,N/A,N/A
China Island,11/9,23,17,2,19,0.7,0.1,0.8,WODU,OTDU
China Island,11/10,19,3,0,3,0.2,0.0,0.2,WODU,GWFG
China Island,11/16,28,3,0,3,0.1,0.0,0.1,MALL,NSHO
China Island,11/23,11,2,0,2,0.2,0.0,0.2,MALL,WODU
China Island,12/4,9,3,0,3,0.3,0.0,0.3,AGWT,N/A
China Island,12/7,24,11,0,11,0.5,0.0,0.5,AGWT,WODU
China Island,12/8,11,4,0,4,0.4,0.0,0.4,AGWT,AGWT
Colusa,12/4,59,105,1,106,1.8,0.0,1.8,AGWT,GADW
Colusa,12/7,90,172,13,185,1.9,0.1,2.1,AGWT,NOPI
Colusa,12/8,61,104,18,122,1.7,0.3,2.0,AMWI,NOPI
Delevan,12/4,74,122,2,124,1.6,0.0,1.7,NSHO,GADW
Delevan,12/7,92,109,42,151,1.2,0.5,1.6,LSGO,AGWT
Delevan,12/8,119,178,57,235,1.5,0.5,2.0,AGWT,LSGO
Gadwall Unit,12/4,13,24,0,24,1.8,0.0,1.8,AGWT,CITE
Gadwall Unit,12/7,17,18,0,18,1.1,0.0,1.1,AGWT,NSHO
Gadwall Unit,12/8,7,17,1,18,2.4,0.1,2.6,AGWT,GADW
Goodyear Slough,12/4,9,31,0,31,3.4,0.0,3.4,AMWI,AGWT
Goodyear Slough,12/7,5,12,0,12,2.4,0.0,2.4,AMWI,NSHO
Goodyear Slough,12/8,3,0,0,0,0.0,0.0,0.0,AMWI,NSHO
Gray Lodge,12/4,99,138,3,141,1.4,0.0,1.4,NSHO,AMWI
Gray Lodge,12/7,183,271,18,289,1.5,0.1,1.6,AMWI,NSHO
Gray Lodge,12/8,154,125,13,138,0.8,0.1,0.9,AMWI,MALL
Honey Lake-Dakin,12/8,1,0,0,0,0.0,0.0,0.0,N/A,N/A
Honey Lake-Fleming,12/4,8,4,0,4,0.5,0.0,0.5,MALL,AMWI
Honey Lake-Fleming,12/8,5,9,0,9,1.8,0.0,1.8,NSHO,AMWI
Howard Slough,12/4,49,82,1,83,1.7,0.0,1.7,MALL,AGWT
Howard Slough,12/7,52,65,14,79,1.3,0.3,1.5,GADW,GWFG
Howard Slough,12/8,49,30,28,58,0.6,0.6,1.2,GWFG,MALL
Kern,12/4,64,211,1,212,3.3,0.0,3.3,NSHO,GADW
Kern,12/7,97,159,3,162,1.6,0.0,1.7,NSHO,GADW
Island Slough,12/4,1,1,0,1,1.0,0.0,1.0,BUFF,N/A
Island Slough,12/7,12,7,1,8,0.6,0.1,0.7,AGWT,CITE
Island Slough,12/8,5,4,1,5,0.8,0.2,1.0,AGWT,GOLD
Kesterson,12/4,33,48,0,48,1.5,0.0,1.5,AGWT,RNDU
Kesterson,12/7,59,66,0,66,1.1,0.0,1.1,AGWT,MALL
Kesterson,12/8,33,16,0,16,0.5,0.0,0.5,AGWT,RNDU
Little Dry Creek,12/4,98,341,4,345,3.5,0.0,3.5,MALL,GADW
Little Dry Creek,12/7,95,312,1,313,3.3,0.0,3.3,MALL,AMWI
Little Dry Creek,12/8,90,202,3,205,2.2,0.0,2.3,MALL,AMWI
Llano Seco,12/4,22,20,2,22,0.9,0.1,1.0,AGWT,MALL
Llano Seco,12/7,47,27,3,30,0.6,0.1,0.6,AMWI,NSHO
Llano Seco,12/8,36,14,3,17,0.4,0.1,0.5,AMWI,NSHO
Los Banos,12/4,68,70,0,70,1.0,0.0,1.0,MALL,AGWT
Los Banos,12/7,88,74,0,74,0.8,0.0,0.8,AGWT,MALL
Los Banos,12/8,49,28,1,29,0.6,0.0,0.6,AGWT,AMWI
Mendota,12/4,91,175,0,175,1.9,0.0,1.9,MALL,AGWT
Mendota,12/7,178,221,1,222,1.2,0.0,1.2,AGWT,MALL
Mendota,12/8,60,60,0,60,1.0,0.0,1.0,MALL,MALL
Merced,12/4,26,30,1,31,1.2,0.0,1.2,MALL,NSHO
Merced,12/7,39,42,7,49,1.1,0.2,1.3,NSHO,AGWT
Freitas North,12/4,17,49,0,49,2.9,0.0,2.9,AGWT,MALL
Freitas North,12/7,29,30,0,30,1.0,0.0,1.0,MALL,AGWT
Freitas North,12/8,12,21,0,21,1.8,0.0,1.8,AGWT,MALL
Freitas South,12/4,4,5,0,5,1.3,0.0,1.3,AGWT,N/A
Freitas South,12/7,7,5,0,5,0.7,0.0,0.7,AGWT,N/A
Freitas South,12/8,3,0,0,0,0.0,0.0,0.0,N/A,N/A
Salt Slough,12/4,24,28,0,28,1.2,0.0,1.2,AGWT,MALL
Salt Slough,12/7,45,39,0,39,0.9,0.0,0.9,AGWT,MALL
Salt Slough,12/8,21,17,2,19,0.8,0.1,0.9,AGWT,MALL
Sacramento,12/4,95,137,19,156,1.4,0.2,1.6,NSHO,GADW
Sacramento,12/7,117,184,32,216,1.6,0.3,1.8,MALL,MALL
Sacramento,12/8,126,123,41,164,1.0,0.3,1.3,NSHO,GADW
San Jacinto,12/4,129,86,2,88,0.7,0.0,0.7,GADW,CITE
San Jacinto,12/7,148,114,0,114,0.8,0.0,0.8,AGWT,CITE
San Luis,12/4,55,88,1,89,1.6,0.0,1.6,MALL,AGWT
San Luis,12/7,99,133,0,133,1.3,0.0,1.3,MALL,AGWT
San Luis,12/8,54,63,0,63,1.2,0.0,1.2,MALL,AGWT
Shasta Valley,12/4,3,0,0,0,0.0,0.0,0.0,N/A,N/A
Shasta Valley,12/7,7,7,0,7,1.0,0.0,1.0,AGWT,AGWT
Shasta Valley,12/8,7,5,0,5,0.7,0.0,0.7,MALL,MALL
Sutter,12/4,59,146,10,156,2.5,0.2,2.6,AGWT,MALL
Sutter,12/7,66,131,7,138,2.0,0.1,2.1,AGWT,AMWI
Sutter,12/8,62,155,9,164,2.5,0.1,2.6,AGWT,AMWI
Volta,12/4,31,76,0,76,2.5,0.0,2.5,AGWT,MALL
Volta,12/7,64,137,0,137,2.1,0.0,2.1,AGWT,MALL
Volta,12/8,33,30,1,31,0.9,0.0,0.9,MALL,AGWT
Willow Creek,12/4,1,5,0,5,5.0,0.0,5.0,GOLD,MALL
Willow Creek,12/7,4,2,1,3,0.5,0.3,0.8,AGWT,AGWT
Willow Creek,12/8,2,7,0,7,3.5,0.0,3.5,MALL,MALL
Wister,12/4,94,149,25,174,1.6,0.3,1.9,NOPI,NOPI
Wister,12/7,156,237,47,284,1.5,0.3,1.8,CITE,NOPI
Wister,12/8,73,37,51,88,0.5,0.7,1.2,LSGO,AGWT
Yolo,12/4,153,217,2,219,1.4,0.0,1.4,AGWT,NSHO
Yolo,12/7,165,204,1,205,1.2,0.0,1.2,AGWT,NSHO
Yolo,12/8,157,165,1,166,1.1,0.0,1.1,AGWT,NOPI
West Bear Creek,12/4,16,19,0,19,1.2,0.0,1.2,AGWT,MALL
West Bear Creek,12/7,24,40,1,41,1.7,0.0,1.7,MALL,AGWT
West Bear Creek,12/8,13,10,0,10,0.8,0.0,0.8,AGWT,MALL
West Family Jr,12/7,4,0,0,0,0.0,0.0,0.0,N/A,N/A
