Area Name,Date,# of Hunters,# of Ducks,# of Geese,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Species,#2 Species
Ash Creek,11/24,6,3,0,3,0.5,0.0,0.5,NSHO,RNDU [cite: 164]
Ash Creek,11/27,14,26,0,26,1.9,0.0,1.9,AMWI,MALL [cite: 164]
Ash Creek,11/28,4,5,0,5,1.3,0.0,1.3,MALL,RNDU [cite: 164]
Ash Creek,12/1,13,9,0,9,0.7,0.0,0.7,MALL,NSHO [cite: 175]
Ash Creek,12/4,13,20,0,20,1.5,0.0,1.5,AMWI,MALL [cite: 175]
Ash Creek,12/5,4,3,0,3,0.8,0.0,0.8,AMWI,NOPI [cite: 175]
Ash Creek,12/8,12,13,0,13,1.1,0.0,1.1,AMWI,MALL [cite: 186]
Ash Creek,12/11,2,5,0,5,2.5,0.0,2.5,MALL,AMWI [cite: 186]
Ash Creek,12/12,8,9,0,9,1.1,0.0,1.1,AMWI,BUFF [cite: 186]
Ash Creek,12/15,4,0,2,2,0.0,0.5,0.5,CAGO, [cite: 197]
Ash Creek,12/18,14,0,13,13,0.0,0.9,0.9,CAGO, [cite: 197]
Ash Creek,12/19,11,11,3,14,1.0,0.3,1.3,AMWI,MALL [cite: 197]
Ash Creek,12/22,5,0,6,6,0.0,1.2,1.2,CAGO, [cite: 208]
Ash Creek,1/1,3,0,2,2,0.0,0.7,0.7,CAGO, [cite: 217]
Ash Creek,1/2,1,0,2,2,0.0,2.0,2.0,CAGO, [cite: 217]
Ash Creek,12/29,1,0,2,2,0.0,2.0,2.0,CAGO, [cite: 217]
Ash Creek,1/8,6,7,1,8,1.2,0.2,1.3,MALL,NOPI [cite: 228]
Ash Creek,1/12,7,18,3,21,2.6,0.4,3.0,MALL,AMWI [cite: 239]
Ash Creek,1/16,8,5,14,19,0.6,1.8,2.4,CAGO,AMWI [cite: 250]
Ash Creek,1/17,7,15,27,42,2.1,3.9,6.0,CAGO,CAGO [cite: 250]
Butte Valley,10/2,10,27,0,27,2.7,0.0,2.7,MALL,MALL [cite: 111]
Butte Valley,10/3,4,7,0,7,1.8,0.0,1.8,AGWT,NSHO [cite: 111]
Butte Valley,10/6,9,12,1,13,1.3,0.1,1.4,AGWT,MALL [cite: 114]
Butte Valley,10/9,4,2,1,3,0.5,0.3,0.8,MALL,NSHO [cite: 114]
Butte Valley,10/13,4,3,0,3,0.8,0.0,0.8,MALL,AGWT [cite: 117]
Butte Valley,10/16,3,6,2,8,2.0,0.7,2.7,AGWT,GWFG [cite: 117]
Butte Valley,10/27,8,13,0,13,1.6,0.0,1.6,NSHO,AGWT [cite: 120]
Butte Valley,10/30,7,12,0,12,1.7,0.0,1.7,MALL,AGWT [cite: 120]
Butte Valley,10/31,6,9,0,9,1.5,0.0,1.5,AMWI,NSHO [cite: 120]
Butte Valley,11/3,6,6,0,6,1.0,0.0,1.0,AMWI,GADW [cite: 131]
Butte Valley,11/6,8,5,0,5,0.6,0.0,0.6,NSHO,AMWI [cite: 131]
Butte Valley,11/7,4,6,0,6,1.5,0.0,1.5,AMWI,NOPI [cite: 131]
Butte Valley,11/10,5,2,0,2,0.4,0.0,0.4,NSHO,NSHO [cite: 142]
Butte Valley,11/13,2,3,0,3,1.5,0.0,1.5,NSHO,GADW [cite: 142]
Butte Valley,11/17,1,4,0,4,4.0,0.0,4.0,GADW,MALL [cite: 153]
Butte Valley,12/1,1,3,0,3,3.0,0.0,3.0,GADW,NSHO [cite: 175]
Butte Valley,1/8,13,10,13,23,0.8,1.0,1.8,CAGO,MALL [cite: 228]
Butte Valley,1/12,1,7,0,7,7.0,0.0,7.0,MALL,AGWT [cite: 239]
China Island,10/23,36,106,24,130,2.9,0.7,3.6,MALL,WDDU [cite: 111]
China Island,10/24,29,88,23,111,3.0,0.8,3.8,MALL,NSHO [cite: 111]
China Island,10/30,8,1,0,1,0.1,0.0,0.1,MALL, [cite: 120]
China Island,10/31,2,0,0,0,0.0,0.0,0.0,, [cite: 120]
China Island,11/3,2,1,0,1,0.5,0.0,0.5,MALL, [cite: 131]
China Island,11/6,7,0,0,0,0.0,0.0,0.0,, [cite: 131]
China Island,11/13,55,0,1,1,0.0,0.0,0.0,CACG, [cite: 142]
China Island,11/14,17,0,0,0,0.0,0.0,0.0,, [cite: 142]
China Island,11/20,28,0,0,0,0.0,0.0,0.0,, [cite: 153]
China Island,11/21,7,0,0,0,0.0,0.0,0.0,, [cite: 153]
China Island,11/27,22,3,0,3,0.1,0.0,0.1,MALL, [cite: 164]
China Island,11/28,6,0,0,0,0.0,0.0,0.0,, [cite: 164]
China Island,12/1,13,4,0,4,0.3,0.0,0.3,AGWT,MALL [cite: 175]
China Island,12/4,19,0,0,0,0.0,0.0,0.0,, [cite: 175]
China Island,12/5,12,0,0,0,0.0,0.0,0.0,, [cite: 175]
China Island,12/8,12,7,0,7,0.6,0.0,0.6,MALL,AGWT [cite: 186]
China Island,12/11,30,7,0,7,0.2,0.0,0.2,MALL,AGWT [cite: 186]
China Island,12/12,11,7,0,7,0.6,0.0,0.6,NSHO,NOPI [cite: 186]
China Island,12/15,20,13,1,14,0.7,0.1,0.7,AGWT,MALL [cite: 197]
China Island,12/18,29,36,0,36,1.2,0.0,1.2,AGWT,NSHO [cite: 197]
China Island,12/19,24,34,0,34,1.4,0.0,1.4,AGWT,MALL [cite: 197]
China Island,12/22,28,80,1,81,2.9,0.0,2.9,AGWT,NSHO [cite: 208]
China Island,12/26,42,72,0,72,1.7,0.0,1.7,AGWT,NSHO [cite: 208]
China Island,1/1,18,46,2,48,2.6,0.1,2.7,AGWT,NSHO [cite: 217]
China Island,1/2,28,32,0,32,1.1,0.0,1.1,AGWT,AMWI [cite: 217]
China Island,12/29,37,140,4,144,3.8,0.1,3.9,AGWT,NSHO [cite: 217]
China Island,1/5,23,25,0,25,1.1,0.0,1.1,AGWT,NSHO [cite: 228]
China Island,1/8,44,43,2,45,1.0,0.0,1.0,AGWT,NSHO [cite: 228]
China Island,1/9,21,16,0,16,0.8,0.0,0.8,AGWT,NSHO [cite: 228]
China Island,1/12,13,33,1,34,2.5,0.1,2.6,AGWT,AMWI [cite: 239]
China Island,1/15,25,49,11,60,2.0,0.4,2.4,AGWT,AMWI [cite: 239]
China Island,1/16,12,27,2,29,2.3,0.2,2.4,AGWT,REDH [cite: 239]
China Island,2/12,9,33,0,33,3.7,0.0,3.7,MALL,RNDU 
China Island,2/13,3,13,0,13,4.3,0.0,4.3,MALL,AGWT 
Colusa,10/23,118,514,56,570,4.4,0.5,4.8,NSHO,GADW [cite: 111]
Colusa,10/24,44,90,52,142,2.0,1.2,3.2,AGWT,NSHO [cite: 111]
Colusa,10/27,67,43,7,50,0.6,0.1,0.7,NSHO,MALL [cite: 120]
Colusa,10/30,62,27,7,34,0.4,0.1,0.5,NSHO,AMWI [cite: 120]
Colusa,10/31,30,15,0,15,0.5,0.0,0.5,NSHO,MALL [cite: 120]
Colusa,11/3,31,49,3,52,1.6,0.1,1.7,NSHO,GADW [cite: 131]
Colusa,11/6,70,137,1,138,2.0,0.0,2.0,NSHO,RNDU [cite: 131]
Colusa,11/7,44,85,6,91,1.9,0.1,2.1,NSHO,AMWI [cite: 131]
Colusa,11/10,54,144,1,145,2.7,0.0,2.7,NSHO,GADW [cite: 142]
Colusa,11/13,59,158,10,168,2.7,0.2,2.8,AGWT,NSHO [cite: 142]
Colusa,11/14,49,107,9,116,2.2,0.2,2.4,NSHO,NOPI [cite: 142]
Colusa,11/17,71,203,2,205,2.9,0.0,2.9,NSHO,AGWT [cite: 153]
Colusa,11/20,96,194,8,202,2.0,0.1,2.1,NSHO,GADW [cite: 153]
Colusa,11/21,61,46,1,47,0.8,0.0,0.8,NSHO,BUFF [cite: 153]
Colusa,11/24,94,271,51,322,2.9,0.5,3.4,GADW,NSHO [cite: 164]
Colusa,11/27,112,302,16,318,2.7,0.1,2.8,NSHO,GADW [cite: 164]
Colusa,11/28,48,48,6,54,1.0,0.1,1.1,NSHO,NOPI [cite: 164]
Colusa,12/1,75,187,21,208,2.5,0.3,2.8,NSHO,AGWT [cite: 175]
Colusa,12/4,102,348,49,397,3.4,0.5,3.9,NSHO,AGWT [cite: 175]
Colusa,12/5,57,174,17,191,3.1,0.3,3.4,NSHO,AGWT [cite: 175]
Colusa,12/8,93,356,7,363,3.8,0.1,3.9,NSHO,GADW [cite: 186]
Colusa,12/11,106,365,12,377,3.4,0.1,3.6,NSHO,GADW [cite: 186]
Colusa,12/12,93,128,14,142,1.4,0.2,1.5,NSHO,GADW [cite: 186]
Colusa,12/15,101,107,8,115,1.1,0.1,1.1,NSHO,GADW [cite: 197]
Colusa,12/18,102,215,7,222,2.1,0.1,2.2,AGWT,AMWI [cite: 197]
Colusa,12/19,7,49,3,52,7.0,0.4,7.4,NSHO,AMWI [cite: 197]
Colusa,12/22,120,147,0,147,1.2,0.0,1.2,AGWT,NSHO [cite: 208]
Colusa,12/26,80,131,5,136,1.6,0.1,1.7,NSHO,GADW [cite: 208]
Colusa,1/1,96,310,29,339,3.2,0.3,3.5,NSHO,GADW [cite: 217]
Colusa,1/2,60,71,15,86,1.2,0.3,1.4,NSHO,AGWT [cite: 217]
Colusa,12/29,79,226,2,228,2.9,0.0,2.9,NSHO,AGWT [cite: 217]
Colusa,1/5,99,263,17,280,2.7,0.2,2.8,NSHO,AGWT [cite: 228]
Colusa,1/8,72,284,21,305,3.9,0.3,4.2,AGWT,NSHO [cite: 228]
Colusa,1/9,75,171,77,248,2.3,1.0,3.3,LSGO,AGWT [cite: 228]
Colusa,1/12,99,320,82,402,3.2,0.8,4.1,AGWT,LSGO [cite: 239]
Colusa,1/15,110,284,104,388,2.6,0.9,3.5,AGWT,LSGO [cite: 239]
Colusa,1/16,83,104,34,138,1.3,0.4,1.7,LSGO,NOPI [cite: 239]
Colusa,1/26,110,441,77,518,4.0,0.7,4.7,GADW,AGWT [cite: 261]
Colusa,1/29,121,435,57,492,3.6,0.5,4.1,AGWT,GADW [cite: 261]
Colusa,1/30,89,136,51,187,1.5,0.6,2.1,LSGO,NOPI [cite: 261]
Colusa,2/12,28,68,53,121,2.4,1.9,4.3,GWFG,AGWT 
Colusa,2/13,16,25,0,25,1.6,0.0,1.6,AMWI,AGWT [cite: 279]
Colusa,2/15,26,103,0,103,4.0,0.0,4.0,GADW,NOPI [cite: 279]
Delevan,10/23,255,969,204,1173,3.8,0.8,4.6,MALL,NSHO [cite: 111]
Delevan,10/24,183,401,126,527,2.1,0.7,2.9,NOPI,AGWT [cite: 111]
Delevan,10/27,157,171,16,187,1.1,0.1,1.2,NSHO,AMWI [cite: 120]
Delevan,10/30,158,263,27,290,1.7,0.2,1.8,NSHO,AMWI [cite: 120]
Delevan,10/31,73,156,6,162,2.1,0.1,2.2,NSHO,NOPI [cite: 120]
Delevan,11/3,109,248,9,257,2.3,0.1,2.4,NSHO,AMWI [cite: 131]
Delevan,11/6,159,453,5,458,2.8,0.0,2.9,NSHO,AGWT [cite: 131]
Delevan,11/7,105,315,12,327,3.0,0.1,3.1,NSHO,AGWT [cite: 131]
Delevan,11/10,137,483,4,487,3.5,0.0,3.5,GADW,CITE [cite: 142]
Delevan,11/13,164,421,48,469,2.6,0.3,2.9,NSHO,GADW [cite: 142]
Delevan,11/14,116,316,24,340,2.7,0.2,2.9,NSHO,AGWT [cite: 142]
Delevan,11/17,138,425,18,443,3.1,0.1,3.2,NSHO,GADW [cite: 153]
Delevan,11/20,181,774,25,799,4.3,0.1,4.4,NSHO,GADW [cite: 153]
Delevan,11/21,130,342,4,346,2.6,0.0,2.7,NSHO,GADW [cite: 153]
Delevan,11/24,187,753,84,837,4.0,0.4,4.5,NSHO,GADW [cite: 164]
Delevan,11/27,191,777,42,819,4.1,0.2,4.3,NSHO,AGWT [cite: 164]
Delevan,11/28,143,241,49,290,1.7,0.3,2.0,NSHO,AGWT [cite: 164]
Delevan,12/1,155,505,54,559,3.3,0.3,3.6,AGWT,NSHO [cite: 175]
Delevan,12/4,185,614,161,775,3.3,0.9,4.2,AGWT,LSGO [cite: 175]
Delevan,12/5,140,474,99,573,3.4,0.7,4.1,AGWT,NSHO [cite: 175]
Delevan,12/8,144,593,11,604,4.1,0.1,4.2,NSHO,AGWT [cite: 186]
Delevan,12/11,107,409,24,433,3.8,0.2,4.0,NSHO,GADW [cite: 186]
Delevan,12/12,167,357,23,380,2.1,0.1,2.3,NSHO,AGWT [cite: 186]
Delevan,12/15,161,405,12,417,2.5,0.1,2.6,NSHO,GADW [cite: 197]
Delevan,12/18,182,457,20,477,2.5,0.1,2.6,NSHO,AGWT [cite: 197]
Delevan,12/19,124,195,9,204,1.6,0.1,1.6,NSHO,AMWI [cite: 197]
Delevan,12/22,164,317,3,320,1.9,0.0,2.0,NSHO,GADW [cite: 208]
Delevan,12/26,134,476,5,481,3.6,0.0,3.6,NSHO,GADW [cite: 208]
Delevan,1/1,138,632,110,742,4.6,0.8,5.4,NSHO,GADW [cite: 217]
Delevan,1/2,126,216,48,264,1.7,0.4,2.1,NSHO,AGWT [cite: 217]
Delevan,12/29,174,588,15,603,3.4,0.1,3.5,NSHO,AGWT [cite: 217]
Delevan,1/5,124,360,20,380,2.9,0.2,3.1,NSHO,GADW [cite: 228]
Delevan,1/8,173,530,92,622,3.1,0.5,3.6,AGWT,NSHO [cite: 228]
Delevan,1/9,127,190,58,248,1.5,0.5,2.0,AGWT,LSGO [cite: 228]
Delevan,1/12,128,379,139,518,3.0,1.1,4.0,AGWT,LSGO [cite: 239]
Delevan,1/15,181,364,152,516,2.0,0.8,2.9,AGWT,LSGO [cite: 239]
Delevan,1/16,113,155,75,230,1.4,0.7,2.0,LSGO,AGWT [cite: 239]
Delevan,1/26,154,538,113,651,3.5,0.7,4.2,AGWT,NOPI [cite: 261]
Delevan,1/29,194,653,87,740,3.4,0.4,3.8,AGWT,NSHO [cite: 261]
Delevan,1/30,148,273,58,331,1.8,0.4,2.2,AGWT,NOPI [cite: 261]
Delevan,2/12,18,50,22,72,2.8,1.2,4.0,NOPI,LSGO 
Delevan,2/12,53,207,1,208,3.9,0.0,3.9,AGWT,NOPI [cite: 279]
Delevan,2/13,24,43,0,43,1.8,0.0,1.8,AGWT,NOPI [cite: 279]
Gray Lodge,10/23,543,3144,14,3158,5.8,0.0,5.8,AGWT,MALL [cite: 111]
Gray Lodge,10/24,319,923,20,943,2.9,0.1,3.0,AGWT,MALL [cite: 111]
Gray Lodge,10/27,194,129,6,135,0.7,0.0,0.7,NSHO,RNDU [cite: 122]
Gray Lodge,10/30,181,232,9,241,1.3,0.0,1.3,NSHO,RNDU [cite: 122]
Gray Lodge,10/31,121,129,5,134,1.1,0.0,1.1,NSHO,RNDU [cite: 122]
Gray Lodge,11/3,115,194,8,202,1.7,0.1,1.8,NSHO,AMWI [cite: 133]
Gray Lodge,11/6,247,254,3,257,1.0,0.0,1.0,NSHO,AMWI [cite: 133]
Gray Lodge,11/7,155,97,19,116,0.6,0.1,0.7,NSHO,BUFF [cite: 133]
Gray Lodge,11/10,133,190,15,205,1.4,0.1,1.5,NSHO,AMWI [cite: 144]
Gray Lodge,11/13,265,280,31,311,1.1,0.1,1.2,RNDU,NSHO [cite: 144]
Gray Lodge,11/14,132,172,11,183,1.3,0.1,1.4,AMWI,AGWT [cite: 144]
Gray Lodge,11/17,148,243,10,253,1.6,0.1,1.7,AMWI,NSHO [cite: 155]
Gray Lodge,11/20,250,278,6,284,1.1,0.0,1.1,GADW,NSHO [cite: 155]
Gray Lodge,11/21,120,108,7,115,0.9,0.1,1.0,NOPI,AMWI [cite: 155]
Gray Lodge,11/24,215,414,10,424,1.9,0.0,2.0,GADW,NSHO [cite: 166]
Gray Lodge,11/27,297,503,3,506,1.7,0.01,1.7,NSHO,GADW [cite: 166]
Gray Lodge,11/28,161,218,12,230,1.4,0.1,1.4,NSHO,NOPI [cite: 166]
Gray Lodge,12/1,170,352,15,367,2.1,0.1,2.2,AMWI,NSHO [cite: 177]
Gray Lodge,12/4,233,640,12,652,2.7,0.1,2.8,AMWI,GADW [cite: 177]
Gray Lodge,12/5,153,299,5,304,2.0,0.0,2.0,AMWI,RNDU [cite: 177]
Gray Lodge,12/8,192,549,7,556,2.9,0.0,2.9,AMWI,NSHO [cite: 188]
Gray Lodge,12/11,255,677,9,686,2.7,0.0,2.7,NSHO,AMWI [cite: 188]
Gray Lodge,12/12,226,314,3,317,1.4,0.0,1.4,NSHO,AMWI [cite: 188]
Gray Lodge,12/15,240,342,2,344,1.4,0.0,1.4,NSHO,GADW [cite: 199]
Gray Lodge,12/18,260,567,13,580,2.2,0.1,2.2,NSHO,AMWI [cite: 199]
Gray Lodge,12/19,156,142,1,143,0.9,0.0,0.9,NSHO,AMWI [cite: 199]
Gray Lodge,12/22,264,354,1,355,1.3,0.0,1.3,NSHO,GADW [cite: 210]
Gray Lodge,12/26,201,364,3,367,1.8,0.0,1.8,NSHO,GADW [cite: 210]
Gray Lodge,1/1,192,537,19,556,2.8,0.1,2.9,NSHO,AMWI [cite: 219]
Gray Lodge,1/2,177,183,10,193,1.0,0.1,1.1,NSHO,AMWI [cite: 219]
Gray Lodge,12/29,223,456,2,458,2.0,0.0,2.1,NSHO,GADW [cite: 219]
Gray Lodge,1/5,173,382,26,408,2.2,0.2,2.4,AGWT,AMWI [cite: 230]
Gray Lodge,1/8,294,410,14,424,1.4,0.0,1.4,AMWI,NSHO [cite: 230]
Gray Lodge,1/9,117,172,9,181,1.5,0.1,1.5,AGWT,AMWI [cite: 230]
Gray Lodge,1/12,184,384,37,421,2.1,0.2,2.3,AGWT,NOPI [cite: 241]
Gray Lodge,1/15,236,361,47,408,1.5,0.2,1.7,AGWT,NOPI [cite: 241]
Gray Lodge,1/16,126,125,23,148,1.0,0.2,1.2,AGWT,NOPI [cite: 241]
Gray Lodge,1/19,139,302,28,330,2.2,0.2,2.4,AMWI,AGWT [cite: 252]
Gray Lodge,1/22,269,700,256,956,2.6,1.0,3.6,AMWI,LSGO [cite: 252]
Gray Lodge,1/23,166,213,81,294,1.3,0.5,1.8,LSGO,NOPI [cite: 252]
Gray Lodge,1/26,222,938,87,1025,4.2,0.4,4.6,AMWI,AGWT [cite: 263]
Gray Lodge,1/29,328,1195,68,1263,3.6,0.2,3.9,AGWT,AMWI [cite: 263]
Gray Lodge,1/30,228,376,37,413,1.6,0.2,1.8,NOPI,AGWT [cite: 263]
Gray Lodge,2/12,30,128,0,128,4.1,0.0,4.1,CITE,NSHO 
Gray Lodge,2/5,124,367,32,399,3.0,0.3,3.2,AGWT,NOPI [cite: 272]
Gray Lodge,2/6,64,130,4,134,2.0,0.1,2.1,NOPI,AMWI [cite: 274]
Gray Lodge,2/12,57,258,0,258,4.5,0.0,4.5,AMWI,NOPI [cite: 279]
Gray Lodge,2/13,44,66,0,66,1.5,0.0,1.5,MALL,NOPI [cite: 279]
Sacramento,10/24,279,1164,82,1246,4.2,0.3,4.5,AGWT,NSHO [cite: 111]
Sacramento,10/25,196,455,39,495,2.3,0.2,2.5,NOPI,AGWT [cite: 111]
Sacramento,10/27,113,105,10,115,0.9,0.1,1.0,NSHO,AGWT [cite: 126]
Sacramento,10/30,138,197,21,218,1.4,0.2,1.6,NSHO,AGWT [cite: 126]
Sacramento,10/31,90,129,8,137,1.4,0.1,1.5,NSHO,AGWT [cite: 126]
Sacramento,11/3,82,205,12,217,2.5,0.1,2.6,NSHO,AMWI [cite: 137]
Sacramento,11/6,162,293,14,307,1.8,0.1,1.9,NSHO,BUFF [cite: 137]
Sacramento,11/7,132,151,17,168,1.1,0.1,1.3,NSHO,MALL [cite: 137]
Sacramento,11/10,100,239,3,242,2.4,0.0,2.4,NSHO,RNDU [cite: 148]
Sacramento,11/13,124,230,4,234,1.9,0.0,1.9,RNDU,NSHO [cite: 148]
Sacramento,11/14,109,168,36,204,1.5,0.3,1.9,NSHO,AGWT [cite: 148]
Sacramento,11/17,100,209,25,234,2.1,0.3,2.3,NSHO,GADW [cite: 159]
Sacramento,11/20,178,311,78,389,1.7,0.4,2.2,NSHO,GADW [cite: 159]
Sacramento,11/21,108,169,16,185,1.6,0.1,1.7,NSHO,GADW [cite: 159]
Sacramento,11/24,166,555,146,701,3.3,0.9,4.2,NSHO,GADW [cite: 170]
Sacramento,11/27,167,463,48,511,2.8,0.3,3.1,NSHO,AGWT [cite: 170]
Sacramento,11/28,92,88,29,117,1.0,0.3,1.3,NSHO,GWFG [cite: 170]
Sacramento,12/1,89,300,63,363,3.4,0.7,4.1,NSHO,AMWI [cite: 181]
Sacramento,12/4,184,495,189,684,2.7,1.0,3.7,LSGO,AGWT [cite: 181]
Sacramento,12/5,148,298,91,389,2.0,0.6,2.6,LSGO,NOPI [cite: 181]
Sacramento,12/8,141,511,38,549,3.6,0.3,3.9,NSHO,GADW [cite: 192]
Sacramento,12/11,225,661,71,732,2.9,0.3,3.3,NSHO,AGWT [cite: 192]
Sacramento,12/12,202,374,23,397,1.9,0.1,2.0,NSHO,GADW [cite: 192]
Sacramento,12/15,186,466,23,489,2.5,0.1,2.6,NSHO,AMWI [cite: 203]
Sacramento,12/18,115,242,32,274,2.1,0.3,2.4,NSHO,AGWT [cite: 203]
Sacramento,12/19,127,194,11,205,1.5,0.1,1.6,AGWT,AMWI [cite: 203]
Sacramento,12/22,181,433,4,437,2.4,0.0,2.4,NSHO,AGWT [cite: 212]
Sacramento,12/26,177,442,19,461,2.5,0.1,2.6,NSHO,GADW [cite: 212]
Sacramento,1/1,196,592,179,771,3.0,0.9,3.9,NSHO,LSGO [cite: 223]
Sacramento,1/2,151,156,42,198,1.0,0.3,1.3,NSHO,LSGO [cite: 223]
Sacramento,12/29,218,579,34,613,2.7,0.2,2.8,NSHO,AGWT [cite: 223]
Sacramento,1/5,150,374,60,434,2.5,0.4,2.9,NSHO,AGWT [cite: 234]
Sacramento,1/8,219,392,157,549,1.8,0.7,2.5,LSGO,NSHO [cite: 234]
Sacramento,1/9,157,241,119,360,1.5,0.8,2.3,AGWT,ROGO [cite: 234]
Sacramento,1/12,134,256,270,526,1.9,2.0,3.9,LSGO,ROGO [cite: 243]
Sacramento,1/15,226,259,248,507,1.1,1.1,2.2,LSGO,AGWT [cite: 243]
Sacramento,1/16,153,102,80,182,0.7,0.5,1.2,LSGO,AGWT [cite: 243]
Sacramento,1/19,150,374,60,434,2.5,0.4,2.9,NSHO,AGWT [cite: 254]
Sacramento,1/22,219,392,157,549,1.8,0.7,2.5,LSGO,NSHO [cite: 254]
Sacramento,1/23,157,241,119,360,1.5,0.8,2.3,AGWT,ROGO [cite: 254]
Sacramento,1/26,168,451,294,745,2.7,1.8,4.4,LSGO,AGWT [cite: 265]
Sacramento,1/29,236,636,397,1033,2.7,1.7,4.4,LSGO,AGWT [cite: 265]
Sacramento,1/30,144,152,105,257,1.1,0.7,1.8,LSGO,NOPI [cite: 265]
Sacramento,2/12,69,200,173,373,2.9,2.5,5.4,LSGO,AGWT 
Sacramento,2/13,28,47,100,147,1.7,3.6,5.3,LSGO,ROGO 
Sacramento,2/5,103,356,126,482,3.5,1.2,4.7,LSGO,AGWT [cite: 274]
Sacramento,2/6,51,55,41,96,1.1,0.8,1.9,LSGO,NOPI [cite: 274]
Sacramento,2/12,54,158,0,158,2.9,0.0,2.9,AGWT,NOPI 
Sacramento,2/13,19,36,0,36,1.9,0.0,1.9,AGWT,NOPI
